,Datetime,Tweet ID,Tweet text
16,2021-05-13 13:05:43+00:00,1392828402042765313,"बरगलाने और गुमराह करके राजनीतिक पार्टियाँ आखिर कब तक गरीबों का दोहन करती रहेंगी #OxygenCrisis #Ventilators  #COVIDEmergency2021  #Covid19IndiaHelp 
@bjp @BJP4UP @CMOfficeUP @yadavakhilesh @BSP_For_India @AkashPN24 @vipinunnao11 @VishalIndia5 
@SonuSood @jyotiSTP  @MamataOfficial"
17,2021-05-13 12:50:09+00:00,1392824486689271819,"तुझसे ही तो ज़िंदा हूँ मैं ओ मेरे हिंदुस्तान

#Covid19IndiaHelp 
#COVIDEmergency2021 
#IndiaFightsCOVID19 https://t.co/o9DZzGWdlv"
18,2021-05-13 12:48:30+00:00,1392824068760473600,"भारत के #उद्योगपतियों से अपील
यदि देश नहीं बच पाया तो
इस धन को कहाँ सहेजोगे
यदि बिना मौत मर गए सभी
यह धन फिर किसको भेजोगे
इसलिए तिजोरी खोल खोल
चल दानवीर की राह चलो।
#भारत के भामाशाह चलो.......
#Covid19IndiaHelp
#CovidHelp #CoronaSecondWave"
19,2021-05-13 12:46:44+00:00,1392823623958765575,"जो भी रस्मे आप ने कहीं हम वो सारी निभाते है
(Thali peetna se diya jalane tak)
इन करोडो की तरफ से मैं सर झुकात हूँ आप को ।
.... Plss अब आ जाओ प्रभु को #Covid19IndiaHelp"
20,2021-05-13 12:17:55+00:00,1392816373919752192,"बिहार में कोरोना संबंधित किसी भी सहायता के लिए @iMurariKumar @vivekanshu98 @KissanSatyagrah @JacBHU को टैग करें.आपकी हर सम्भव मदद करने करने की कोशिश की जाएगी.
धन्यवाद.
#Covid19IndiaHelp 
#COVIDEmergency 
#COVID19India 
#CovidResources https://t.co/3x1kS8YVZw"
21,2021-05-13 12:13:11+00:00,1392815182921879552,"ओर श्री गुप्ता ने बताया कि मीडियाकर्मियों के लिए बने 40 बेडों वाले इस कोविड अस्पताल में कोरोना संक्रमित मीडिया कर्मियों का इलाज होगा।

#coronavirus 
#media
#SocialMedia
#Jharkhand
#BannaGuptah
#COVID19India
#Covid19IndiaHelp
#CovidHospital
#CoronavirusPandemic"
22,2021-05-13 12:04:23+00:00,1392812970271547394,"इनका tweet देख के लगता है विधायक निधि इनके घर से आती है। जो ये लोगों पे दया करके खर्च करते हैं।

कोई बताए इन्हें वो विधायक निधि ऐसे कामों के लिए है।

#COVID19 #Covid19IndiaHelp https://t.co/RCylmToxU8"
23,2021-05-13 11:18:54+00:00,1392801520081457152,"कोविशील्ड की खुराक 12-16 हफ़्ते में लेने की सिफारिश अब क्यों? -
#Covid19IndiaHelp #Corona #COVID19 #coronavirus https://t.co/OBe1bAHjio via"
24,2021-05-13 11:15:14+00:00,1392800599993987076,"#covid19indiahelp 

#कोरोना की दूसरी लहर में #DRDO ने बदल दी है अपनी प्राथमिकता, अस्पताल से लेकर जीवन रक्षक दवाइयां बनाने में झोंकी ताकत झोंक दी।

DRDO ने अपनी पूरी ताकत इन दिनों कोरोना के खिलाफ लड़ाई में लगा दिया है।

DRDO ने 9 शहरों में अस्पताल खोल दिया है।
 #ऑक्सीजन के उत्पादन https://t.co/B3ayR3KtxD"
25,2021-05-13 11:02:08+00:00,1392797302188756993,"अगर 6 महीने बाद भी सरकार वैक्सीन का इंतज़ाम नहीं कर पाए तो पहले और दूसरे डोज के बीच के अंतराल को 1 साल कर दिया जाएगा।

अपनी नाकामियों को छिपाने के लिए और कितना नीचे गिरेगी सरकार ?
#वैक्सीन_दो_सरकार #Covid19IndiaHelp #COVIDEmergency #वेक्सिनेशन https://t.co/PzFKShR3yL https://t.co/7Go6BreHqd"
26,2021-05-13 10:58:01+00:00,1392796266099187714,"अफवाहों पर ध्यान मत दीजिए..
'तत्काल वैक्सीन लगवाइए'
कोरोना के खिलाफ जंग में 'वैक्सीन सबसे बड़ा हथियार' माना जा रहा है।

आज से मैं भी कोविशिल्ड वाला हो गया।
😊💉 #Covishield #COVID19Vaccination #covidvacccine #Covid19IndiaHelp https://t.co/ozWnQvoHiz"
27,2021-05-13 10:53:40+00:00,1392795173348773897,"18 वर्ष से ऊपर आयु वाले लोग भी अपना वैक्सीनेशन जरूर कराएं

वैक्सीन पूरी तरह से सुरक्षित है, अफवाहों से खुद को दूर

#Covid19IndiaHelp #COVID19India #COVID19 https://t.co/gNi9uza7zL"
28,2021-05-13 10:51:50+00:00,1392794708770910208,"@ZeeNews Afsos ya drd TB hota JB koii apna gya HOTA

Is post ko JB bhii dekhte h log
Dil kaanpta h
Kabhi socha h apni muat ko Apne samne aata Dekh😑😑😑

Aise jaane kitne log Roz jeene ki ummed kho rahe Hain
#Covid19IndiaHelp
#ModiMustResign https://t.co/0ackKSgsZS"
29,2021-05-13 10:50:41+00:00,1392794422924832768,"जब नए कपड़े से ज्यादा देश मे कफन बिक जाए हम कैसे ईद मनाए 
हमारी ईद उस दिन होगी जब देश  ख़ुशहाली की पटरी पर दौड़ेगा...
😰😰😰
#Muslim #Eid #EidMubarak #eidmubarak2021 #Covid19IndiaHelp"
30,2021-05-13 10:41:58+00:00,1392792227345100803,"सोशल मीडिया पर पोस्ट पढ़कर डाक्टर सांवरमल बाजिया ने खुद #Plasma देकर बचाई दूसरे अस्पताल में भर्ती श्याम सिंह नाम के मरीज की जिंदगी 

जो मिसाल डाक्टर बाजिया ने पेश की है वो ना केवल काबिले तारीफ है बल्कि अन्य लोगों के लिए भी प्रेरणा दायक है

#salute #DrSahab #Covid19IndiaHelp https://t.co/hP58mw6CsC"
31,2021-05-13 10:37:53+00:00,1392791199929442307,"हर संकट की घड़ी मे भगवान जरूर किसी ना किसी रूप मे आते है और इस बार सोनू सूद के रूप मे आए है। pure soul निस्वार्थ सेवा । सोनू भाई आप महान हो।🙏
@SonuSood 
#COVID19 #Covid19IndiaHelp"
32,2021-05-13 10:26:02+00:00,1392788219331158019,"अफसोस सिर्फ इस बात का है कि कुछ लोगों को अपनी और  सरकारी तंत्र की नाकामी और लापरवाही उनके किसी  अपने को खोने पर समझ आ रही।। 

#PMCares
#COVIDSecondWaveInIndia #Covid19IndiaHelp #CovidIndia @kunalkamra88 @RoflGandhi_  @minimathur @ReallySwara"
33,2021-05-13 10:21:33+00:00,1392787091252080642,"Ab sarkar ka kya vichar hai #cryptocurrency  pr....@VitalikButerin
#PMCaresFund 
#Covid19IndiaHelp 
#COVIDSecondWaveInIndia 
#CovidReliefFund 
@nsitharaman 
@FinMinIndia 
@ianuragthakur 
@PMOIndia 
@narendramodi 
@rashtrapatibhvn 
@cryptonewshindi https://t.co/xQFSUrDcJh"
34,2021-05-13 10:05:18+00:00,1392782998425112581,"Maa #Balayya Bangaaram ❤️

#NandamuriBalakrishna #Balakrishna #Akhanda #Covid19IndiaHelp https://t.co/4oeFNjZiHy"
35,2021-05-13 09:57:01+00:00,1392780917190496261,#AdgZoneGkr Mr. Akhil Kumar द्वारा जिला अस्पताल में चल रहे वैक्सीनेशन सेंटर का निरीक्षण कर व्यवस्थाओं की जानकारी ली गई और आवश्यक दिशा निर्देश दिए गए #COVID19 #COVIDSecondWaveInIndia #Covid19IndiaHelp #COVIDEmergencyIndia #COVIDEmergency #COVIDEmergency2021 #CovidVaccine https://t.co/TemLbwnfWo
36,2021-05-13 09:53:46+00:00,1392780097665388546,"देश में अपार संभावनाएं है आगे बढ़ने की 
पर हम दक़ियानूसी लोग
गोबर और दवाई में अंतर नहीं कर पाए । 

  अजनबी राजा 
#Covid19IndiaHelp"
37,2021-05-13 09:51:40+00:00,1392779569178955776,#AdgZoneGkr Mr  Akhil Kumar द्वारा मेडिकल कॉलेज स्थित कोविड सेंटर का निरीक्षण किया गया लोगों से बात कर उनकी समस्याओं की जानकारी ली गई और आवश्यक दिशा निर्देश दिए गए #COVID19 #COVIDSecondWaveInIndia #Covid19IndiaHelp #COVIDEmergencyIndia #COVIDEmergency #COVIDEmergency2021 https://t.co/cr4hGiQzCq
38,2021-05-13 09:48:59+00:00,1392778894009266177,"क्या कहोगे आप...
क्या कह सकता है कोई भी भारतीय..
💔💔💔
#Covid19IndiaHelp https://t.co/K8WDWBnxEm"
39,2021-05-13 09:48:41+00:00,1392778817760993282,#AdgZoneGkr Mr. Akhil Kumar द्वारा कंटेनमेंट जोन नथमलपुर थाना गोरखनाथ का निरीक्षण कर आवश्यक दिशा निर्देश दिए गए #COVID19 #COVIDSecondWaveInIndia #Covid19IndiaHelp #COVIDEmergencyIndia #COVIDEmergency #COVID #COVIDEmergency2021 https://t.co/e7KZm8CDxe https://t.co/2qcCQ2vAug
40,2021-05-13 09:42:41+00:00,1392777307455037445,"रोजगार तो दे नही सकती ये सरकार  #Covid19IndiaHelp

#COVID19India 
#COVIDIndiaSOS

#COVID19 
#KindAttnPMNarendraModi
#SuperSpreaderModi
#ModiDisasterForIndia 
#ResignModi
#Resign_PM_Modi 
#मोदी_इस्तीफा_दो 
#VaccineRegistration 
#cowinregistration https://t.co/KW5csWKBnl"
41,2021-05-13 09:36:57+00:00,1392775867097657346,"Congress Corona Svasth Jankare Kendra Gwalior Me 24 Ghante Shuru JILA ADHYAKSH Devendra Sharma. Call SMS Whatsapp  VishnuKant 9425126069 ,8109030133 FWD Share #Covid19IndiaHelp https://t.co/TMt4GuSugz"
42,2021-05-13 09:31:06+00:00,1392774393923768320,"सुप्रीम कोर्ट ने प्रवासी मजदूरों की स्थिति पर जताई चिंता, सरकार से मांगा जवाब
https://t.co/qTMT35990s
@PMOIndia  #CovidIndia  #Covid19IndiaHelp  #migrantlabourers https://t.co/RAUKpQ7gSp"
43,2021-05-13 09:26:59+00:00,1392773357343440896,"@ChakankarSpeaks #कांग्रेस होती तो इतने कठिन नाम न होते 
कोवेक्सीन- राजीव टीका
रेमीडीसिविर- इंदिरा सुई
क्वारंटाइन- नेहरू आराम योजना

#कोरोना_आजार #Covid19IndiaHelp #Covishield #Covaxin #म #मराठी #कोरोना"
44,2021-05-13 09:22:20+00:00,1392772185387720707,"राजपुरोहित समाज कोविड सहायता सूत्र जिलेवार
@Madrassan_Pinky @UmsinghINC @Smraoborli
#Covid19IndiaHelp 
#COVIDEmergency #COVID19Vaccination https://t.co/FaBh41jqca"
45,2021-05-13 09:20:48+00:00,1392771802733023234,"कोरोना से लगातार जारी मौत का तांडव , 24 घंटे में 4120 संक्रमितों की मौत 
#NewsJungal #COVID19 #Covid19IndiaHelp https://t.co/yuMof5dkPT"
46,2021-05-13 09:20:00+00:00,1392771601507110916,"सोशल मीडिया पर कुमार विश्वास की इस पहल के बाद उनके प्रशंसकों द्वारा उनकी बहुत तारीफ की जा रही है. महामारी के दौरान उन्होंने अपने ऐसे प्रयासों से अब तक सैकड़ों लोगों की जान बचाई है.

#KumarVishwas 
#Covid19IndiaHelp 

https://t.co/QbgSF94CTE"
47,2021-05-13 09:18:47+00:00,1392771292684636162,"कृप्या जल्द से जल्द  मदद कीजिए 🙏 मरीज की हालत गंभीर है। प्लीज......…🙏

@SonuSood
@BajpayeeManoj @SoodFoundation @chitraaum @AalokTweet #Covid19IndiaHelp #COVIDEmergency https://t.co/VHLHtmQv8H"
48,2021-05-13 09:16:23+00:00,1392770687979323398,"गाँवो की भी खैर खबर लो सरकार

#Covid19IndiaHelp https://t.co/kRDw6EY0SK"
49,2021-05-13 09:14:40+00:00,1392770256020459521,"इस भीषण आपदा के दौर में सरकार द्वारा कई हेल्पलाइन नंबर जारी किए गए बड़े-2 अधिकारियों के नंबर सार्वजनिक किए गए लेकिन एक आम आदमी की आस जब हर जगह से टूटी तो देवदूत का कार्य किया है @112UttarPradesh ने..आपकी सेवा भावना को दिल से सलाम🙏
@Uppolice 
@dgpup 
#Covid19IndiaHelp https://t.co/aTsLT7xmYH"
50,2021-05-13 09:13:45+00:00,1392770025883197441,"2 या 4 को छोड़कर सभी #BlueTwitter हैंडल मौन धारण किये बैठे हैं 
 
यह समय जनसेवा का है .....
यह समय जीवनदान दिलाने का है...
यह समय भूखे को रोटी खिलाने का है...
यह समय मेडिकल सेवा उपलब्ध कराने का है..

कृपया मदद करने के लिए आगे आइए ।

#Covid19IndiaHelp
#IndiaFightsCorona"
